"last_season","oppid","opponent","winp_total","w_total","l_total","winp_home","w_home","l_home","winp_away","w_away","l_away","tp_avg","fg_avg","fg3_avg","ft_avg","oreb_avg","dreb_avg","ast_avg","blk_avg","stl_avg"
2010,81,"Pennsylvania",100.0,1,0,100.0,1,0,"",0,0,114.0,36.0,10.0,32.0,15.0,27.0,24.0,2.0,13.0
2010,171,"Purdue",100.0,2,0,"",0,0,100.0,2,0,73.0,23.0,7.0,20.0,14.5,30.0,11.5,3.5,4.0
2010,206,"Radford",100.0,1,0,100.0,1,0,"",0,0,104.0,35.0,18.0,16.0,13.0,28.0,25.0,4.0,8.0
2010,184,"Tulsa",100.0,1,0,100.0,1,0,"",0,0,70.0,22.0,4.0,21.0,14.0,26.0,9.0,6.0,7.0
2010,181,"UNC-Greensboro",100.0,1,0,100.0,1,0,"",0,0,96.0,37.0,7.0,15.0,15.0,29.0,16.0,8.0,8.0
2010,120,"West Virginia",100.0,1,0,"",0,0,100.0,1,0,78.0,29.0,13.0,7.0,11.0,16.0,20.0,1.0,5.0
2011,7,"Bradley",100.0,1,0,100.0,1,0,"",0,0,83.0,30.0,15.0,8.0,8.0,27.0,22.0,4.0,3.0
2011,187,"Butler",100.0,2,0,"",0,0,100.0,2,0,71.5,24.0,6.5,17.0,9.0,25.0,11.5,4.0,7.0
2011,27,"Colgate",100.0,1,0,100.0,1,0,"",0,0,110.0,34.0,12.0,30.0,18.0,25.0,24.0,7.0,13.0
2011,561,"Hampton",100.0,1,0,"",0,0,100.0,1,0,87.0,32.0,9.0,14.0,9.0,27.0,17.0,4.0,9.0
2011,261,"Kansas State",100.0,1,0,"",0,0,100.0,1,0,82.0,26.0,6.0,24.0,6.0,20.0,13.0,3.0,11.0
2011,132,"Marquette",100.0,1,0,"",0,0,100.0,1,0,82.0,35.0,6.0,6.0,10.0,26.0,20.0,10.0,4.0
2011,379,"Miami (Ohio)",100.0,1,0,100.0,1,0,"",0,0,79.0,25.0,8.0,21.0,11.0,32.0,15.0,3.0,10.0
2011,85,"Princeton",100.0,1,0,100.0,1,0,"",0,0,97.0,36.0,14.0,11.0,7.0,20.0,26.0,5.0,10.0
2011,227,"St. Louis",100.0,1,0,100.0,1,0,"",0,0,84.0,31.0,6.0,16.0,9.0,21.0,18.0,6.0,10.0
2011,230,"UAB",100.0,1,0,100.0,1,0,"",0,0,85.0,31.0,8.0,15.0,12.0,27.0,14.0,4.0,11.0
2012,1023,"Belmont",100.0,1,0,100.0,1,0,"",0,0,77.0,24.0,9.0,20.0,11.0,22.0,14.0,1.0,8.0
2012,188,"Colorado State",100.0,1,0,100.0,1,0,"",0,0,87.0,31.0,7.0,18.0,9.0,25.0,21.0,9.0,8.0
2012,54,"Lehigh",0.0,0,1,"",0,0,0.0,0,1,70.0,24.0,6.0,16.0,11.0,26.0,12.0,3.0,4.0
2012,81,"Penn",100.0,1,0,100.0,1,0,"",0,0,85.0,32.0,9.0,12.0,18.0,27.0,20.0,7.0,5.0
2012,99,"St. John's",75.0,3,1,100.0,2,0,50.0,1,1,79.25,24.75,6.0,23.75,11.75,19.25,12.25,4.5,6.5
2012,106,"Tennessee",100.0,1,0,"",0,0,100.0,1,0,77.0,26.0,7.0,18.0,8.0,25.0,11.0,2.0,5.0
2012,118,"UNC Greensboro",100.0,2,0,100.0,1,0,100.0,1,0,99.0,34.0,10.5,21.0,10.0,25.5,17.0,5.0,10.5
2012,157,"Washington",100.0,1,0,"",0,0,100.0,1,0,86.0,27.0,5.0,27.0,10.0,27.0,13.0,7.0,7.0
2012,1001,"Western Michigan",100.0,1,0,100.0,1,0,"",0,0,110.0,34.0,14.0,28.0,16.0,28.0,22.0,12.0,10.0
2013,1028,"Albany",100.0,1,0,"",0,0,100.0,1,0,73.0,27.0,4.0,15.0,5.0,22.0,17.0,3.0,9.0
2013,174,"Cornell",100.0,1,0,100.0,1,0,"",0,0,88.0,34.0,7.0,13.0,4.0,24.0,23.0,7.0,11.0
2013,338,"Creighton",100.0,1,0,"",0,0,100.0,1,0,66.0,19.0,7.0,21.0,6.0,30.0,9.0,4.0,7.0
2013,212,"Delaware",100.0,1,0,100.0,1,0,"",0,0,88.0,35.0,7.0,11.0,10.0,36.0,23.0,8.0,9.0
2013,1027,"Florida Gulf Coasst",100.0,1,0,100.0,1,0,"",0,0,88.0,30.0,9.0,19.0,13.0,20.0,19.0,4.0,9.0
2013,838,"Georgia State",100.0,1,0,100.0,1,0,"",0,0,74.0,24.0,11.0,15.0,5.0,25.0,17.0,6.0,4.0
2013,226,"Minnesota",100.0,1,0,"",0,0,100.0,1,0,89.0,30.0,8.0,21.0,9.0,22.0,12.0,4.0,12.0
2013,129,"Ohio State",50.0,1,1,100.0,1,0,0.0,0,1,68.0,25.0,4.0,14.0,6.0,23.0,10.5,3.5,3.5
2013,166,"Santa Clara",100.0,1,0,100.0,1,0,"",0,0,90.0,31.0,7.0,21.0,13.0,23.0,15.0,2.0,6.0
2014,741,"Alabama",100.0,1,0,"",0,0,100.0,1,0,74.0,22.0,6.0,24.0,3.0,24.0,15.0,1.0,10.0
2014,131,"Arizona",0.0,0,2,"",0,0,0.0,0,2,71.5,26.0,4.5,15.0,8.0,16.5,10.5,4.0,5.0
2014,31,"Davidson",100.0,4,0,100.0,3,0,100.0,1,0,84.75,28.25,7.75,20.5,7.0,24.75,11.5,4.5,6.75
2014,165,"East Carolina",100.0,1,0,100.0,1,0,"",0,0,83.0,27.0,5.0,24.0,9.0,24.0,17.0,8.0,9.0
2014,214,"Eastern Michigan",100.0,1,0,100.0,1,0,"",0,0,82.0,24.0,10.0,24.0,18.0,26.0,19.0,5.0,9.0
2014,1029,"Florida Atlantic",100.0,1,0,100.0,1,0,"",0,0,97.0,34.0,12.0,17.0,7.0,30.0,19.0,3.0,8.0
2014,711,"Gardner-Webb",100.0,2,0,100.0,2,0,"",0,0,99.0,35.5,10.0,18.0,11.5,22.5,22.5,6.0,7.5
2014,64,"Maryland",78.57,11,3,100.0,6,0,62.5,5,3,76.57,26.79,7.21,15.79,12.36,22.29,12.36,4.0,6.79
2014,67,"Mercer",0.0,0,1,"",0,0,0.0,0,1,71.0,22.0,15.0,12.0,15.0,18.0,15.0,1.0,6.0
2014,128,"Michigan",80.0,4,1,100.0,1,0,75.0,3,1,75.6,26.8,7.0,15.0,8.2,22.0,15.0,3.2,4.4
2014,140,"UCLA",100.0,1,0,"",0,0,100.0,1,0,80.0,31.0,11.0,7.0,9.0,29.0,21.0,2.0,8.0
2014,1024,"UNC Asheville",100.0,2,0,100.0,2,0,"",0,0,95.0,33.5,10.5,17.5,14.5,26.0,21.5,3.5,8.5
2014,159,"Vermont",100.0,1,0,100.0,1,0,"",0,0,91.0,28.0,10.0,25.0,14.0,15.0,16.0,1.0,4.0
2015,2,"Army",100.0,1,0,100.0,1,0,"",0,0,93.0,31.0,4.0,27.0,16.0,25.0,20.0,4.0,9.0
2015,126,"Connecticut",100.0,2,0,"",0,0,100.0,2,0,67.0,19.5,5.5,22.5,16.5,26.0,10.0,6.0,6.5
2015,177,"Fairfield",100.0,1,0,100.0,1,0,"",0,0,109.0,40.0,9.0,20.0,12.0,26.0,22.0,4.0,12.0
2015,286,"Gonzaga",100.0,2,0,"",0,0,100.0,2,0,71.0,24.0,7.0,16.0,7.5,27.5,13.0,4.5,7.5
2015,373,"Presbyterian",100.0,3,0,100.0,3,0,"",0,0,96.33,35.67,9.0,16.0,13.33,27.33,20.33,3.67,11.67
2015,730,"Robert Morris",100.0,1,0,"",0,0,100.0,1,0,85.0,34.0,10.0,7.0,9.0,30.0,28.0,3.0,7.0
2015,302,"San Diego State",100.0,1,0,"",0,0,100.0,1,0,68.0,30.0,6.0,2.0,4.0,27.0,16.0,6.0,7.0
2015,99,"St. Johns",100.0,1,0,"",0,0,100.0,1,0,77.0,26.0,7.0,18.0,13.0,24.0,14.0,1.0,5.0
2015,199,"Stanford",100.0,1,0,"",0,0,100.0,1,0,70.0,22.0,9.0,17.0,15.0,22.0,16.0,3.0,9.0
2015,105,"Temple",75.0,3,1,100.0,1,0,66.67,2,1,78.75,27.0,8.25,16.5,12.25,22.25,15.0,3.75,7.0
2015,403,"Toledo",100.0,1,0,100.0,1,0,"",0,0,86.0,29.0,6.0,22.0,10.0,22.0,18.0,2.0,6.0
2015,287,"Wisconsin",66.67,2,1,"",0,0,66.67,2,1,72.33,26.0,5.67,14.67,5.67,25.33,9.67,3.33,4.0
2015,123,"Wofford",100.0,1,0,100.0,1,0,"",0,0,84.0,29.0,8.0,18.0,7.0,27.0,13.0,2.0,10.0
2016,1030,"Bryant",100.0,1,0,100.0,1,0,"",0,0,113.0,39.0,13.0,22.0,20.0,22.0,17.0,6.0,14.0
2016,447,"Buffalo",100.0,1,0,100.0,1,0,"",0,0,82.0,24.0,5.0,29.0,7.0,30.0,10.0,6.0,4.0
2016,186,"Georgetown",66.67,2,1,100.0,1,0,50.0,1,1,79.67,25.33,8.33,20.67,11.0,17.0,12.0,2.33,8.33
2016,720,"Georgia Southern",100.0,2,0,100.0,2,0,"",0,0,98.0,33.5,9.0,22.0,21.5,32.5,17.0,7.0,7.5
2016,52,"Kentucky",50.0,1,1,"",0,0,50.0,1,1,69.0,24.0,6.5,14.5,11.0,19.5,12.5,7.0,4.5
2016,149,"Long Beach State",100.0,2,0,100.0,2,0,"",0,0,93.5,32.0,13.0,16.5,12.5,22.0,19.0,7.5,5.5
2016,285,"Oregon",50.0,1,1,"",0,0,50.0,1,1,83.0,29.5,10.0,14.0,5.5,30.0,13.0,4.0,5.0
2016,943,"Siena",100.0,1,0,100.0,1,0,"",0,0,92.0,30.0,6.0,26.0,14.0,29.0,9.0,5.0,8.0
2016,242,"UNC Wilmington",100.0,1,0,"",0,0,100.0,1,0,93.0,29.0,4.0,31.0,12.0,28.0,11.0,8.0,4.0
2016,136,"Utah",50.0,1,1,"",0,0,50.0,1,1,69.0,21.5,5.5,20.5,9.5,20.5,7.5,4.5,6.5
2016,263,"Utah State",100.0,1,0,100.0,1,0,"",0,0,85.0,30.0,8.0,17.0,9.0,26.0,13.0,8.0,9.0
2016,1019,"VCU",100.0,2,0,"",0,0,100.0,2,0,73.0,23.0,5.5,21.5,6.0,25.0,13.5,7.0,4.5
2016,125,"Yale",100.0,2,0,100.0,1,0,100.0,1,0,75.5,25.5,9.0,15.5,8.5,23.5,12.0,7.0,9.0
2017,173,"Appalachian State",100.0,1,0,100.0,1,0,"",0,0,93.0,32.0,8.0,21.0,12.0,28.0,14.0,5.0,7.0
2017,26,"Clemson",75.0,9,3,100.0,5,0,57.14,4,3,66.5,23.83,6.75,12.08,8.0,22.0,11.67,2.67,5.75
2017,44,"Georgia Tech",91.67,11,1,100.0,6,0,83.33,5,1,77.5,25.83,8.67,17.33,10.83,23.0,14.25,3.25,6.25
2017,841,"Grand Canyon",100.0,1,0,100.0,1,0,"",0,0,96.0,32.0,11.0,21.0,9.0,29.0,20.0,8.0,14.0
2017,190,"Kansas",33.33,1,2,"",0,0,33.33,1,2,75.33,25.0,8.67,16.67,6.0,17.33,12.0,3.0,4.0
2017,137,"Louisville",57.14,4,3,100.0,1,0,50.0,3,3,69.71,22.0,6.14,19.57,6.57,22.57,10.86,3.0,4.86
2017,297,"Maine",100.0,1,0,100.0,1,0,"",0,0,94.0,33.0,6.0,22.0,12.0,34.0,14.0,8.0,6.0
2017,883,"Marist",100.0,1,0,100.0,1,0,"",0,0,94.0,30.0,8.0,26.0,16.0,39.0,13.0,7.0,9.0
2017,77,"North Carolina",65.0,13,7,66.67,6,3,63.64,7,4,78.25,26.75,8.45,16.3,10.35,21.25,11.6,3.7,6.8
2017,80,"Penn State",100.0,1,0,"",0,0,100.0,1,0,78.0,27.0,9.0,15.0,9.0,26.0,12.0,4.0,3.0
2017,150,"Rhode Island",100.0,2,0,100.0,1,0,100.0,1,0,78.5,26.0,5.0,21.5,9.5,18.5,9.0,2.0,5.0
2017,97,"South Carolina",0.0,0,1,"",0,0,0.0,0,1,81.0,22.0,10.0,27.0,8.0,23.0,11.0,7.0,6.0
2017,144,"Syracuse",50.0,3,3,66.67,2,1,33.33,1,2,74.17,26.17,9.5,12.33,13.33,21.67,17.0,3.5,5.17
2017,301,"Tennessee State",100.0,1,0,100.0,1,0,"",0,0,65.0,19.0,8.0,19.0,13.0,27.0,12.0,3.0,7.0
2017,628,"Troy",100.0,1,0,"",0,0,100.0,1,0,87.0,29.0,13.0,16.0,13.0,20.0,15.0,8.0,13.0
2017,170,"UNLV",100.0,1,0,"",0,0,100.0,1,0,94.0,37.0,10.0,10.0,7.0,30.0,18.0,4.0,10.0
2017,115,"Virginia Tech",92.31,12,1,100.0,6,0,85.71,6,1,75.15,25.46,8.0,16.23,11.77,22.54,13.15,3.31,5.77
2017,121,"William & Mary",100.0,1,0,100.0,1,0,"",0,0,88.0,30.0,9.0,19.0,11.0,28.0,18.0,5.0,4.0
2018,194,"Boston College",84.62,11,2,100.0,5,0,75.0,6,2,79.0,27.31,7.31,17.08,11.15,21.38,13.77,4.38,7.46
2018,35,"Elon",100.0,7,0,100.0,5,0,100.0,2,0,87.0,32.0,9.14,13.86,13.14,28.0,15.57,4.29,10.0
2018,499,"Evansville",100.0,1,0,100.0,1,0,"",0,0,104.0,39.0,16.0,10.0,7.0,26.0,32.0,9.0,13.0
2018,37,"Florida",100.0,2,0,"",0,0,100.0,2,0,85.5,30.5,8.5,16.0,8.0,25.5,18.0,5.0,7.5
2018,38,"Florida State",73.33,11,4,85.71,6,1,62.5,5,3,74.87,24.27,8.73,17.2,11.93,20.67,12.2,3.4,6.47
2018,40,"Furman",100.0,2,0,100.0,2,0,"",0,0,92.5,38.5,8.0,7.5,13.5,25.0,21.0,6.0,7.0
2018,196,"Indiana",100.0,2,0,100.0,1,0,100.0,1,0,92.5,35.0,7.0,15.5,12.5,19.5,16.5,4.0,5.5
2018,130,"Miami",61.54,8,5,60.0,3,2,62.5,5,3,72.77,25.54,8.08,13.62,11.77,22.77,12.92,3.23,6.85
2018,138,"Michigan State",100.0,7,0,100.0,2,0,100.0,5,0,79.57,25.0,7.0,22.57,8.57,22.14,12.71,4.43,8.71
2018,70,"N.C. State",68.75,11,5,85.71,6,1,55.56,5,4,82.75,28.75,7.94,17.31,10.19,20.88,13.81,3.69,6.69
2018,143,"Notre Dame",44.44,4,5,66.67,2,1,33.33,2,4,80.11,28.33,8.44,15.0,10.33,23.11,12.78,3.67,5.67
2018,82,"Pittsburgh",83.33,5,1,100.0,3,0,66.67,2,1,76.83,26.33,11.67,12.5,10.0,19.83,16.33,4.5,6.33
2018,205,"Portland State",100.0,1,0,"",0,0,100.0,1,0,99.0,32.0,4.0,31.0,14.0,31.0,19.0,9.0,2.0
2018,956,"Saint Francis (Pa.)",100.0,1,0,100.0,1,0,"",0,0,124.0,48.0,15.0,13.0,16.0,44.0,34.0,4.0,3.0
2018,424,"South Dakota",100.0,1,0,100.0,1,0,"",0,0,96.0,35.0,7.0,19.0,15.0,32.0,17.0,6.0,4.0
2018,437,"Southern",100.0,1,0,100.0,1,0,"",0,0,78.0,25.0,4.0,24.0,15.0,32.0,14.0,10.0,3.0
2018,197,"Texas",100.0,2,0,"",0,0,100.0,2,0,79.5,26.5,5.0,21.5,13.0,25.5,15.0,2.5,8.0
2018,1031,"Utah Valley",100.0,1,0,100.0,1,0,"",0,0,99.0,39.0,10.0,11.0,13.0,27.0,26.0,7.0,14.0
2018,113,"Virginia",76.92,10,3,83.33,5,1,71.43,5,2,65.85,24.15,6.77,10.77,7.85,24.0,11.54,3.54,5.23
2018,117,"Wake Forest",88.89,16,2,100.0,9,0,77.78,7,2,84.33,28.0,8.72,19.5,10.78,22.67,14.83,3.67,7.72
